  reported      58%   (battery service)
  charger       not charging   (P0.17 ~CHG)
  computed      3,789 mV -> 58%
  at the pin    1,280 mV   (1,457 raw counts)
  divider off   3,956 raw counts
  control       3,301 mV for the 3.3V rail   (ADC is sound)
  divider       P0.14 LOW - enabled
  errors        none

  >> the gauge is reading the cell

  sampling every 5 min for 1440 min, every 1 min below 3,600 mV

  02:12:00  t+ 972.4min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,304 mV)
  02:13:03  t+ 973.4min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,304 mV)
  02:14:05  t+ 974.5min  3,615 mV   30%  on cell   (pin 1,221 mV, vdd 3,300 mV)
  02:15:07  t+ 975.5min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,303 mV)
  02:16:10  t+ 976.6min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,306 mV)
  02:17:12  t+ 977.6min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,304 mV)
  02:18:16  t+ 978.7min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,312 mV)
  02:19:17  t+ 979.7min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,302 mV)
  02:20:19  t+ 980.7min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,304 mV)
  02:21:21  t+ 981.7min  3,635 mV   34%  on cell   (pin 1,228 mV, vdd 3,296 mV)
  02:22:23  t+ 982.8min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,303 mV)
  02:23:26  t+ 983.8min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,306 mV)
  02:24:28  t+ 984.8min  3,624 mV   32%  on cell   (pin 1,224 mV, vdd 3,306 mV)
  02:25:30  t+ 985.9min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,296 mV)
  02:26:32  t+ 986.9min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,300 mV)
  02:27:34  t+ 988.0min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,304 mV)
  02:28:36  t+ 989.0min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,302 mV)
  02:29:40  t+ 990.0min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,302 mV)
  02:30:42  t+ 991.1min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,301 mV)
  02:31:44  t+ 992.1min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,308 mV)
  02:32:46  t+ 993.1min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,303 mV)
  02:33:50  t+ 994.2min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,296 mV)
  02:34:52  t+ 995.3min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,308 mV)
  02:35:56  t+ 996.3min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,300 mV)
  02:36:59  t+ 997.4min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,303 mV)
  02:38:01  t+ 998.4min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,304 mV)
  02:39:03  t+ 999.4min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,306 mV)
  02:40:05  t+1000.5min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,305 mV)
  02:41:08  t+1001.5min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,308 mV)
  02:42:10  t+1002.6min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,312 mV)
  02:43:13  t+1003.6min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,303 mV)
  02:44:15  t+1004.6min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,306 mV)
  02:45:19  t+1005.7min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,306 mV)
  02:46:22  t+1006.7min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,310 mV)
  02:47:24  t+1007.8min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,302 mV)
  02:48:25  t+1008.8min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,308 mV)
  02:49:28  t+1009.8min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,308 mV)
  02:50:30  t+1010.9min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,303 mV)
  02:51:34  t+1012.0min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,297 mV)
  02:52:36  t+1013.0min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,298 mV)
  02:53:38  t+1014.0min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,300 mV)
  02:54:39  t+1015.0min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,300 mV)
  02:55:41  t+1016.1min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,301 mV)
  02:56:43  t+1017.1min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,300 mV)
  02:57:45  t+1018.1min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,303 mV)
  02:58:48  t+1019.2min  3,561 mV   24%  on cell   (pin 1,203 mV, vdd 3,306 mV)
  02:59:52  t+1020.2min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,303 mV)
  03:00:54  t+1021.3min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,300 mV)
  03:01:57  t+1022.3min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,300 mV)
  03:02:59  t+1023.4min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,304 mV)
  03:04:03  t+1024.4min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,301 mV)
  03:05:07  t+1025.5min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,305 mV)
  03:06:09  t+1026.5min  3,650 mV   37%  on cell   (pin 1,233 mV, vdd 3,304 mV)
  03:07:11  t+1027.6min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,304 mV)
  03:08:13  t+1028.6min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,308 mV)
  03:09:15  t+1029.6min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,302 mV)
  03:10:17  t+1030.7min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,307 mV)
  03:11:19  t+1031.7min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,308 mV)
  03:12:20  t+1032.7min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,309 mV)
  03:13:24  t+1033.8min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,306 mV)
  03:14:26  t+1034.8min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,303 mV)
  03:15:29  t+1035.9min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,302 mV)
  03:16:30  t+1036.9min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,304 mV)
  03:17:33  t+1037.9min  3,561 mV   24%  on cell   (pin 1,203 mV, vdd 3,308 mV)
  03:18:35  t+1039.0min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,303 mV)
  03:19:37  t+1040.0min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,305 mV)
  03:20:39  t+1041.0min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,312 mV)
  03:21:42  t+1042.1min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,299 mV)
  03:22:44  t+1043.1min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,301 mV)
  03:23:46  t+1044.1min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,301 mV)
  03:24:48  t+1045.2min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,306 mV)
  03:25:49  t+1046.2min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,304 mV)
  03:26:51  t+1047.2min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,304 mV)
  03:27:53  t+1048.3min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,308 mV)
  03:28:55  t+1049.3min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,297 mV)
  03:29:56  t+1050.3min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,311 mV)
  03:30:59  t+1051.4min  3,621 mV   31%  on cell   (pin 1,223 mV, vdd 3,304 mV)
  03:32:01  t+1052.4min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,304 mV)
  03:33:03  t+1053.4min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,303 mV)
  03:34:04  t+1054.5min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,299 mV)
  03:35:06  t+1055.5min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,303 mV)
  03:36:08  t+1056.5min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,300 mV)
  03:37:11  t+1057.6min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,301 mV)
  03:38:13  t+1058.6min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,305 mV)
  03:39:14  t+1059.6min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,304 mV)
  03:40:16  t+1060.7min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,306 mV)
  03:41:18  t+1061.7min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,302 mV)
  03:42:20  t+1062.7min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,300 mV)
  03:43:22  t+1063.8min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,304 mV)
  03:44:26  t+1064.8min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,310 mV)
  03:45:30  t+1065.9min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,302 mV)
  03:46:33  t+1066.9min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,304 mV)
  03:47:35  t+1068.0min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,305 mV)
  03:48:37  t+1069.0min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,302 mV)
  03:49:38  t+1070.0min  3,535 mV   21%  on cell   (pin 1,194 mV, vdd 3,295 mV)
  03:50:41  t+1071.1min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,302 mV)
  03:51:42  t+1072.1min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,296 mV)
  03:52:45  t+1073.1min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,296 mV)
  03:53:47  t+1074.2min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,307 mV)
  03:54:49  t+1075.2min  3,552 mV   23%  on cell   (pin 1,200 mV, vdd 3,302 mV)
  03:55:52  t+1076.3min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,307 mV)
  03:56:55  t+1077.3min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,299 mV)
  03:57:57  t+1078.3min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,296 mV)
  03:58:59  t+1079.4min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,302 mV)
  04:00:01  t+1080.4min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,295 mV)
  04:01:06  t+1081.5min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,303 mV)
  04:02:07  t+1082.5min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,317 mV)
  04:03:09  t+1083.5min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,307 mV)
  04:04:11  t+1084.6min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,302 mV)
  04:05:13  t+1085.6min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,308 mV)
  04:06:15  t+1086.6min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,304 mV)
  04:07:18  t+1087.7min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,303 mV)
  04:08:20  t+1088.7min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,304 mV)
  04:09:22  t+1089.8min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,304 mV)
  04:10:24  t+1090.8min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,301 mV)
  04:11:26  t+1091.8min  3,632 mV   33%  on cell   (pin 1,227 mV, vdd 3,305 mV)
  04:12:29  t+1092.9min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,298 mV)
  04:13:31  t+1093.9min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,302 mV)
  04:14:33  t+1094.9min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,305 mV)
  04:15:35  t+1096.0min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,298 mV)
  04:16:36  t+1097.0min  3,552 mV   23%  on cell   (pin 1,200 mV, vdd 3,307 mV)
  04:17:38  t+1098.0min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,311 mV)
  04:18:40  t+1099.1min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,309 mV)
  04:19:42  t+1100.1min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,302 mV)
  04:20:44  t+1101.1min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,308 mV)
  04:21:46  t+1102.2min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,302 mV)
  04:22:49  t+1103.2min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,308 mV)
  04:23:50  t+1104.2min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,308 mV)
  04:24:53  t+1105.3min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,303 mV)
  04:25:55  t+1106.3min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,307 mV)
  04:26:56  t+1107.3min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,298 mV)
  04:27:58  t+1108.4min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,304 mV)
  04:28:59  t+1109.4min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,293 mV)
  04:30:02  t+1110.4min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,300 mV)
  04:31:04  t+1111.5min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,302 mV)
  04:32:06  t+1112.5min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,305 mV)
  04:33:07  t+1113.5min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,304 mV)
  04:34:09  t+1114.5min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,301 mV)
  04:35:11  t+1115.6min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,303 mV)
  04:36:16  t+1116.6min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,309 mV)
  04:37:19  t+1117.7min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,303 mV)
  04:38:21  t+1118.7min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,304 mV)
  04:39:22  t+1119.8min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,303 mV)
  04:40:25  t+1120.8min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,298 mV)
  04:41:26  t+1121.8min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,305 mV)
  04:42:29  t+1122.9min  3,535 mV   21%  on cell   (pin 1,194 mV, vdd 3,305 mV)
  04:43:30  t+1123.9min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,303 mV)
  04:44:32  t+1124.9min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,309 mV)
  04:45:35  t+1126.0min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,305 mV)
  04:46:37  t+1127.0min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,296 mV)
  04:47:39  t+1128.0min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,300 mV)
  04:48:41  t+1129.1min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,303 mV)
  04:49:42  t+1130.1min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,298 mV)
  04:50:43  t+1131.1min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,311 mV)
  04:51:45  t+1132.1min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,307 mV)
  04:52:46  t+1133.2min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,309 mV)
  04:53:49  t+1134.2min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,305 mV)
  04:54:50  t+1135.2min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,303 mV)
  04:55:53  t+1136.3min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,313 mV)
  04:56:55  t+1137.3min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,301 mV)
  04:57:58  t+1138.4min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,304 mV)
  04:59:00  t+1139.4min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,295 mV)
  05:00:03  t+1140.4min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,304 mV)
  05:01:04  t+1141.5min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,301 mV)
  05:02:09  t+1142.5min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,301 mV)
  05:03:11  t+1143.6min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,304 mV)
  05:04:12  t+1144.6min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,309 mV)
  05:05:14  t+1145.6min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,303 mV)
  05:06:17  t+1146.7min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,303 mV)
  05:07:21  t+1147.7min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,298 mV)
  05:08:24  t+1148.8min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,304 mV)
  05:09:26  t+1149.8min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,305 mV)
  05:10:28  t+1150.8min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,301 mV)
  05:11:30  t+1151.9min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,298 mV)
  05:12:31  t+1152.9min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,303 mV)
  05:13:34  t+1154.0min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,300 mV)
  05:14:35  t+1155.0min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,303 mV)
  05:15:38  t+1156.0min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,304 mV)
  05:16:41  t+1157.1min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,305 mV)
  05:17:42  t+1158.1min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,306 mV)
  05:18:45  t+1159.1min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,303 mV)
  05:19:46  t+1160.2min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,296 mV)
  05:20:48  t+1161.2min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,303 mV)
  05:21:51  t+1162.2min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,305 mV)
  05:22:53  t+1163.3min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,305 mV)
  05:23:56  t+1164.3min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,308 mV)
  05:24:58  t+1165.4min  3,532 mV   21%  on cell   (pin 1,193 mV, vdd 3,304 mV)
  05:26:01  t+1166.4min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,304 mV)
  05:27:04  t+1167.5min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,304 mV)
  05:28:06  t+1168.5min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,302 mV)
  05:29:08  t+1169.5min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,302 mV)
  05:30:10  t+1170.5min  3,552 mV   23%  on cell   (pin 1,200 mV, vdd 3,303 mV)
  05:31:11  t+1171.6min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,307 mV)
  05:32:13  t+1172.6min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,307 mV)
  05:33:15  t+1173.6min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,304 mV)
  05:34:19  t+1174.7min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,309 mV)
  05:35:22  t+1175.8min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,308 mV)
  05:36:24  t+1176.8min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,306 mV)
  05:37:27  t+1177.8min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,302 mV)
  05:38:29  t+1178.9min  3,532 mV   21%  on cell   (pin 1,193 mV, vdd 3,303 mV)
  05:39:32  t+1179.9min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,311 mV)
  05:40:36  t+1181.0min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,311 mV)
  05:41:38  t+1182.0min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,306 mV)
  05:42:40  t+1183.1min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,303 mV)
  05:43:41  t+1184.1min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,306 mV)
  05:44:43  t+1185.1min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,311 mV)
  05:45:44  t+1186.1min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,307 mV)
  05:46:48  t+1187.2min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,303 mV)
  05:47:50  t+1188.2min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,306 mV)
  05:48:53  t+1189.3min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,304 mV)
  05:49:54  t+1190.3min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,304 mV)
  05:50:57  t+1191.3min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,307 mV)
  05:52:00  t+1192.4min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,302 mV)
  05:53:01  t+1193.4min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,304 mV)
  05:54:05  t+1194.5min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,309 mV)
  05:55:07  t+1195.5min  3,505 mV   18%  on cell   (pin 1,184 mV, vdd 3,304 mV)
  05:56:11  t+1196.6min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,306 mV)
  05:57:14  t+1197.6min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,271 mV)
  05:58:16  t+1198.7min  3,535 mV   21%  on cell   (pin 1,194 mV, vdd 3,299 mV)
  05:59:19  t+1199.7min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,306 mV)
  06:00:21  t+1200.7min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,301 mV)
  06:01:23  t+1201.8min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,298 mV)
  06:02:25  t+1202.8min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,307 mV)
  06:03:29  t+1203.9min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,303 mV)
  06:04:31  t+1204.9min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,306 mV)
  06:05:34  t+1206.0min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,306 mV)
  06:06:37  t+1207.0min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,301 mV)
  06:07:39  t+1208.0min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,304 mV)
  06:08:41  t+1209.1min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,302 mV)
  06:09:44  t+1210.1min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,306 mV)
  06:10:46  t+1211.1min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,302 mV)
  06:11:51  t+1212.2min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,306 mV)
  06:12:53  t+1213.3min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,300 mV)
  06:13:56  t+1214.3min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,305 mV)
  06:14:57  t+1215.3min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,306 mV)
  06:15:59  t+1216.4min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,304 mV)
  06:17:01  t+1217.4min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,306 mV)
  06:18:03  t+1218.4min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,300 mV)
  06:19:04  t+1219.5min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,301 mV)
  06:20:11  t+1220.6min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,306 mV)
  06:21:12  t+1221.6min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,305 mV)
  06:22:14  t+1222.6min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,300 mV)
  06:23:16  t+1223.6min  3,511 mV   19%  on cell   (pin 1,186 mV, vdd 3,296 mV)
  06:24:19  t+1224.7min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,302 mV)
  06:25:21  t+1225.7min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,308 mV)
  06:26:22  t+1226.8min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,311 mV)
  06:27:24  t+1227.8min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,302 mV)
  06:28:27  t+1228.8min  3,561 mV   24%  on cell   (pin 1,203 mV, vdd 3,307 mV)
  06:29:30  t+1229.9min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,303 mV)
  06:30:31  t+1230.9min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,300 mV)
  06:31:33  t+1231.9min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,307 mV)
  06:32:35  t+1233.0min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,311 mV)
  06:33:36  t+1234.0min  3,538 mV   22%  on cell   (pin 1,195 mV, vdd 3,305 mV)
  06:34:39  t+1235.0min  3,552 mV   23%  on cell   (pin 1,200 mV, vdd 3,304 mV)
  06:35:42  t+1236.1min  3,561 mV   24%  on cell   (pin 1,203 mV, vdd 3,303 mV)
  06:36:43  t+1237.1min  3,561 mV   24%  on cell   (pin 1,203 mV, vdd 3,306 mV)
  06:37:45  t+1238.1min  3,544 mV   22%  on cell   (pin 1,197 mV, vdd 3,303 mV)
  06:38:47  t+1239.2min  3,561 mV   24%  on cell   (pin 1,203 mV, vdd 3,308 mV)
  06:39:51  t+1240.2min  3,552 mV   23%  on cell   (pin 1,200 mV, vdd 3,311 mV)
  06:40:54  t+1241.3min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,307 mV)
  06:41:57  t+1242.3min  3,552 mV   23%  on cell   (pin 1,200 mV, vdd 3,303 mV)
  06:42:59  t+1243.4min  3,523 mV   20%  on cell   (pin 1,190 mV, vdd 3,313 mV)
  06:44:02  t+1244.4min  3,541 mV   22%  on cell   (pin 1,196 mV, vdd 3,297 mV)
  06:45:03  t+1245.4min  3,508 mV   18%  on cell   (pin 1,185 mV, vdd 3,304 mV)
  06:46:05  t+1246.5min  3,552 mV   23%  on cell   (pin 1,200 mV, vdd 3,305 mV)
