  reported      58%   (battery service)
  charger       not charging   (P0.17 ~CHG)
  computed      3,789 mV -> 58%
  at the pin    1,280 mV   (1,457 raw counts)
  divider off   3,956 raw counts
  control       3,301 mV for the 3.3V rail   (ADC is sound)
  divider       P0.14 LOW - enabled
  errors        none

  >> the gauge is reading the cell

  sampling every 5 min for 1440 min, every 1 min below 3,600 mV

  21:35:44  t+ 696.1min  3,632 mV   33%  on cell   (pin 1,227 mV, vdd 3,303 mV)
  21:36:48  t+ 697.2min  3,626 mV   32%  on cell   (pin 1,225 mV, vdd 3,305 mV)
  21:37:50  t+ 698.2min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,302 mV)
  21:38:54  t+ 699.3min  3,635 mV   34%  on cell   (pin 1,228 mV, vdd 3,311 mV)
  21:39:56  t+ 700.3min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,306 mV)
  21:40:58  t+ 701.4min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,304 mV)
  21:42:03  t+ 702.4min  3,626 mV   32%  on cell   (pin 1,225 mV, vdd 3,298 mV)
  21:43:05  t+ 703.5min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,304 mV)
  21:44:10  t+ 704.5min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,302 mV)
  21:45:12  t+ 705.6min  3,632 mV   33%  on cell   (pin 1,227 mV, vdd 3,304 mV)
  21:46:14  t+ 706.6min  3,650 mV   37%  on cell   (pin 1,233 mV, vdd 3,298 mV)
  21:47:17  t+ 707.7min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,296 mV)
  21:48:19  t+ 708.7min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,306 mV)
  21:49:21  t+ 709.7min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,302 mV)
  21:50:22  t+ 710.8min  3,626 mV   32%  on cell   (pin 1,225 mV, vdd 3,298 mV)
  21:51:24  t+ 711.8min  3,626 mV   32%  on cell   (pin 1,225 mV, vdd 3,305 mV)
  21:52:26  t+ 712.8min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,308 mV)
  21:53:28  t+ 713.9min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,300 mV)
  21:54:31  t+ 714.9min  3,624 mV   32%  on cell   (pin 1,224 mV, vdd 3,299 mV)
  21:55:32  t+ 715.9min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,308 mV)
  21:56:35  t+ 717.0min  3,641 mV   35%  on cell   (pin 1,230 mV, vdd 3,303 mV)
  21:57:36  t+ 718.0min  3,615 mV   30%  on cell   (pin 1,221 mV, vdd 3,302 mV)
  21:58:40  t+ 719.1min  3,638 mV   35%  on cell   (pin 1,229 mV, vdd 3,308 mV)
  21:59:42  t+ 720.1min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,295 mV)
  22:00:43  t+ 721.1min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,304 mV)
  22:01:46  t+ 722.2min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,302 mV)
  22:02:49  t+ 723.2min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,303 mV)
  22:03:51  t+ 724.2min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,296 mV)
  22:04:53  t+ 725.3min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,305 mV)
  22:05:55  t+ 726.3min  3,632 mV   33%  on cell   (pin 1,227 mV, vdd 3,304 mV)
  22:06:58  t+ 727.4min  3,626 mV   32%  on cell   (pin 1,225 mV, vdd 3,303 mV)
  22:08:01  t+ 728.4min  3,641 mV   35%  on cell   (pin 1,230 mV, vdd 3,300 mV)
  22:09:03  t+ 729.4min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,309 mV)
  22:10:05  t+ 730.5min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,302 mV)
  22:11:10  t+ 731.5min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,299 mV)
  22:12:13  t+ 732.6min  3,621 mV   31%  on cell   (pin 1,223 mV, vdd 3,305 mV)
  22:13:15  t+ 733.6min  3,638 mV   35%  on cell   (pin 1,229 mV, vdd 3,304 mV)
  22:14:17  t+ 734.7min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,310 mV)
  22:15:19  t+ 735.7min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,302 mV)
  22:16:21  t+ 736.7min  3,621 mV   31%  on cell   (pin 1,223 mV, vdd 3,299 mV)
  22:17:24  t+ 737.8min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,308 mV)
  22:18:25  t+ 738.8min  3,638 mV   35%  on cell   (pin 1,229 mV, vdd 3,303 mV)
  22:19:28  t+ 739.9min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,300 mV)
  22:20:30  t+ 740.9min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,303 mV)
  22:21:34  t+ 741.9min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,305 mV)
  22:22:37  t+ 743.0min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,309 mV)
  22:23:39  t+ 744.0min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,299 mV)
  22:24:43  t+ 745.1min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,298 mV)
  22:25:45  t+ 746.1min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,302 mV)
  22:26:49  t+ 747.2min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,302 mV)
  22:27:51  t+ 748.2min  3,641 mV   35%  on cell   (pin 1,230 mV, vdd 3,302 mV)
  22:28:53  t+ 749.3min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,310 mV)
  22:29:55  t+ 750.3min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,302 mV)
  22:30:56  t+ 751.3min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,303 mV)
  22:31:59  t+ 752.4min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,309 mV)
  22:33:03  t+ 753.4min  3,626 mV   32%  on cell   (pin 1,225 mV, vdd 3,307 mV)
  22:34:05  t+ 754.5min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,296 mV)
  22:35:08  t+ 755.5min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,302 mV)
  22:36:13  t+ 756.6min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,306 mV)
  22:37:15  t+ 757.6min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,308 mV)
  22:38:18  t+ 758.7min  3,641 mV   35%  on cell   (pin 1,230 mV, vdd 3,299 mV)
  22:39:21  t+ 759.7min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,306 mV)
  22:40:25  t+ 760.8min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,306 mV)
  22:41:27  t+ 761.8min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,309 mV)
  22:42:29  t+ 762.9min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,305 mV)
  22:43:31  t+ 763.9min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,297 mV)
  22:44:33  t+ 764.9min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,303 mV)
  22:45:35  t+ 766.0min  3,621 mV   31%  on cell   (pin 1,223 mV, vdd 3,304 mV)
  22:46:37  t+ 767.0min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,300 mV)
  22:47:39  t+ 768.0min  3,615 mV   30%  on cell   (pin 1,221 mV, vdd 3,297 mV)
  22:48:42  t+ 769.1min  3,656 mV   39%  on cell   (pin 1,235 mV, vdd 3,297 mV)
  22:49:44  t+ 770.1min  3,615 mV   30%  on cell   (pin 1,221 mV, vdd 3,301 mV)
  22:50:46  t+ 771.2min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,301 mV)
  22:51:49  t+ 772.2min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,305 mV)
  22:52:52  t+ 773.3min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,296 mV)
  22:53:54  t+ 774.3min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,303 mV)
  22:54:57  t+ 775.3min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,303 mV)
  22:56:00  t+ 776.4min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,307 mV)
  22:57:01  t+ 777.4min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,302 mV)
  22:58:04  t+ 778.5min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,302 mV)
  22:59:08  t+ 779.5min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,306 mV)
  23:00:11  t+ 780.6min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,301 mV)
  23:01:14  t+ 781.6min  3,624 mV   32%  on cell   (pin 1,224 mV, vdd 3,306 mV)
  23:02:15  t+ 782.6min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,303 mV)
  23:03:17  t+ 783.7min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,297 mV)
  23:04:19  t+ 784.7min  3,632 mV   33%  on cell   (pin 1,227 mV, vdd 3,305 mV)
  23:05:22  t+ 785.8min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,305 mV)
  23:06:24  t+ 786.8min  3,561 mV   24%  on cell   (pin 1,203 mV, vdd 3,308 mV)
  23:07:25  t+ 787.8min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,301 mV)
  23:08:27  t+ 788.8min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,309 mV)
  23:09:30  t+ 789.9min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,304 mV)
  23:10:31  t+ 790.9min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,299 mV)
  23:11:34  t+ 792.0min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,307 mV)
  23:12:39  t+ 793.0min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,296 mV)
  23:13:41  t+ 794.1min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,295 mV)
  23:14:43  t+ 795.1min  3,615 mV   30%  on cell   (pin 1,221 mV, vdd 3,303 mV)
  23:15:46  t+ 796.2min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,298 mV)
  23:16:48  t+ 797.2min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,302 mV)
  23:17:51  t+ 798.2min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,303 mV)
  23:18:54  t+ 799.3min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,303 mV)
  23:19:56  t+ 800.3min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,293 mV)
  23:20:58  t+ 801.4min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,302 mV)
  23:21:59  t+ 802.4min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,301 mV)
  23:23:01  t+ 803.4min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,300 mV)
  23:24:04  t+ 804.5min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,299 mV)
  23:25:08  t+ 805.5min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,303 mV)
  23:26:10  t+ 806.6min  3,626 mV   32%  on cell   (pin 1,225 mV, vdd 3,302 mV)
  23:27:14  t+ 807.6min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,303 mV)
  23:28:16  t+ 808.7min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,299 mV)
  23:29:18  t+ 809.7min  3,621 mV   31%  on cell   (pin 1,223 mV, vdd 3,301 mV)
  23:30:20  t+ 810.7min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,304 mV)
  23:31:22  t+ 811.8min  3,635 mV   34%  on cell   (pin 1,228 mV, vdd 3,298 mV)
  23:32:24  t+ 812.8min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,295 mV)
  23:33:25  t+ 813.8min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,311 mV)
  23:34:27  t+ 814.8min  3,626 mV   32%  on cell   (pin 1,225 mV, vdd 3,302 mV)
  23:35:28  t+ 815.9min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,301 mV)
  23:36:31  t+ 816.9min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,304 mV)
  23:37:34  t+ 818.0min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,300 mV)
  23:38:38  t+ 819.0min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,295 mV)
  23:39:40  t+ 820.1min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,302 mV)
  23:40:42  t+ 821.1min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,305 mV)
  23:41:44  t+ 822.1min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,304 mV)
  23:42:45  t+ 823.1min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,302 mV)
  23:43:47  t+ 824.2min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,303 mV)
  23:44:48  t+ 825.2min  3,635 mV   34%  on cell   (pin 1,228 mV, vdd 3,302 mV)
  23:45:52  t+ 826.3min  3,615 mV   30%  on cell   (pin 1,221 mV, vdd 3,311 mV)
  23:46:56  t+ 827.3min  3,644 mV   36%  on cell   (pin 1,231 mV, vdd 3,302 mV)
  23:47:59  t+ 828.4min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,300 mV)
  23:49:01  t+ 829.4min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,296 mV)
  23:50:04  t+ 830.5min  3,629 mV   33%  on cell   (pin 1,226 mV, vdd 3,306 mV)
  23:51:06  t+ 831.5min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,302 mV)
  23:52:10  t+ 832.5min  3,632 mV   33%  on cell   (pin 1,227 mV, vdd 3,301 mV)
  23:53:12  t+ 833.6min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,304 mV)
  23:54:14  t+ 834.6min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,305 mV)
  23:55:17  t+ 835.7min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,300 mV)
  23:56:19  t+ 836.7min  3,665 mV   40%  on cell   (pin 1,238 mV, vdd 3,303 mV)
  23:57:21  t+ 837.7min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,302 mV)
  23:58:22  t+ 838.8min  3,626 mV   32%  on cell   (pin 1,225 mV, vdd 3,306 mV)
  23:59:25  t+ 839.8min  3,632 mV   33%  on cell   (pin 1,227 mV, vdd 3,308 mV)
  00:00:30  t+ 840.9min  3,624 mV   32%  on cell   (pin 1,224 mV, vdd 3,306 mV)
  00:01:32  t+ 841.9min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,297 mV)
  00:02:34  t+ 843.0min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,306 mV)
  00:03:37  t+ 844.0min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,308 mV)
  00:04:40  t+ 845.0min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,293 mV)
  00:05:42  t+ 846.1min  3,632 mV   33%  on cell   (pin 1,227 mV, vdd 3,301 mV)
  00:06:44  t+ 847.1min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,305 mV)
  00:07:46  t+ 848.2min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,303 mV)
  00:08:47  t+ 849.2min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,304 mV)
  00:09:49  t+ 850.2min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,300 mV)
  00:10:51  t+ 851.2min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,304 mV)
  00:11:53  t+ 852.3min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,297 mV)
  00:12:55  t+ 853.3min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,301 mV)
  00:13:57  t+ 854.3min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,302 mV)
  00:15:00  t+ 855.4min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,294 mV)
  00:19:00  t+ 859.4min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,302 mV)
  00:23:27  t+ 863.8min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,300 mV)
  00:24:28  t+ 864.9min  3,624 mV   32%  on cell   (pin 1,224 mV, vdd 3,300 mV)
  00:25:31  t+ 865.9min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,297 mV)
  00:26:33  t+ 866.9min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,299 mV)
  00:27:35  t+ 868.0min  3,615 mV   30%  on cell   (pin 1,221 mV, vdd 3,309 mV)
  00:28:37  t+ 869.0min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,304 mV)
  00:29:38  t+ 870.0min  3,647 mV   37%  on cell   (pin 1,232 mV, vdd 3,298 mV)
  00:30:40  t+ 871.1min  3,547 mV   23%  on cell   (pin 1,198 mV, vdd 3,302 mV)
  00:31:43  t+ 872.1min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,295 mV)
  00:32:45  t+ 873.1min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,305 mV)
  00:33:47  t+ 874.2min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,309 mV)
  00:34:49  t+ 875.2min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,304 mV)
  00:35:50  t+ 876.2min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,303 mV)
  00:36:51  t+ 877.2min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,304 mV)
  00:37:53  t+ 878.3min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,302 mV)
  00:38:54  t+ 879.3min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,305 mV)
  00:39:57  t+ 880.3min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,300 mV)
  00:40:59  t+ 881.4min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,300 mV)
  00:42:00  t+ 882.4min  3,558 mV   24%  on cell   (pin 1,202 mV, vdd 3,304 mV)
  00:43:02  t+ 883.4min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,296 mV)
  00:44:04  t+ 884.5min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,304 mV)
  00:45:06  t+ 885.5min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,296 mV)
  00:46:08  t+ 886.5min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,305 mV)
  00:47:12  t+ 887.6min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,308 mV)
  00:48:13  t+ 888.6min  3,603 mV   29%  on cell   (pin 1,217 mV, vdd 3,304 mV)
  00:49:16  t+ 889.7min  3,552 mV   23%  on cell   (pin 1,200 mV, vdd 3,299 mV)
  00:50:18  t+ 890.7min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,302 mV)
  00:51:20  t+ 891.7min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,303 mV)
  00:52:23  t+ 892.8min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,300 mV)
  00:53:25  t+ 893.8min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,310 mV)
  00:54:27  t+ 894.8min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,302 mV)
  00:55:29  t+ 895.9min  3,624 mV   32%  on cell   (pin 1,224 mV, vdd 3,303 mV)
  00:56:31  t+ 896.9min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,302 mV)
  00:57:32  t+ 897.9min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,303 mV)
  00:58:33  t+ 898.9min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,301 mV)
  00:59:34  t+ 900.0min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,305 mV)
  01:00:36  t+ 901.0min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,297 mV)
  01:01:37  t+ 902.0min  3,621 mV   31%  on cell   (pin 1,223 mV, vdd 3,308 mV)
  01:02:39  t+ 903.0min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,309 mV)
  01:03:40  t+ 904.1min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,307 mV)
  01:04:41  t+ 905.1min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,304 mV)
  01:05:43  t+ 906.1min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,304 mV)
  01:06:44  t+ 907.1min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,303 mV)
  01:07:46  t+ 908.2min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,302 mV)
  01:08:47  t+ 909.2min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,304 mV)
  01:09:49  t+ 910.2min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,301 mV)
  01:10:51  t+ 911.2min  3,626 mV   32%  on cell   (pin 1,225 mV, vdd 3,303 mV)
  01:11:53  t+ 912.3min  3,632 mV   33%  on cell   (pin 1,227 mV, vdd 3,305 mV)
  01:12:54  t+ 913.3min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,303 mV)
  01:13:56  t+ 914.3min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,300 mV)
  01:14:57  t+ 915.3min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,302 mV)
  01:16:00  t+ 916.4min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,303 mV)
  01:17:01  t+ 917.4min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,304 mV)
  01:18:03  t+ 918.4min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,300 mV)
  01:19:05  t+ 919.5min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,300 mV)
  01:20:07  t+ 920.5min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,303 mV)
  01:21:08  t+ 921.5min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,305 mV)
  01:22:10  t+ 922.5min  3,567 mV   25%  on cell   (pin 1,205 mV, vdd 3,305 mV)
  01:23:12  t+ 923.6min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,302 mV)
  01:24:14  t+ 924.6min  3,570 mV   25%  on cell   (pin 1,206 mV, vdd 3,301 mV)
  01:25:16  t+ 925.7min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,303 mV)
  01:26:17  t+ 926.7min  3,594 mV   28%  on cell   (pin 1,214 mV, vdd 3,297 mV)
  01:27:20  t+ 927.7min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,304 mV)
  01:28:22  t+ 928.8min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,307 mV)
  01:29:24  t+ 929.8min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,309 mV)
  01:30:27  t+ 930.8min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,303 mV)
  01:31:29  t+ 931.9min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,309 mV)
  01:32:31  t+ 932.9min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,307 mV)
  01:33:33  t+ 933.9min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,304 mV)
  01:34:34  t+ 935.0min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,300 mV)
  01:35:36  t+ 936.0min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,307 mV)
  01:36:38  t+ 937.0min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,303 mV)
  01:37:41  t+ 938.1min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,298 mV)
  01:38:43  t+ 939.1min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,302 mV)
  01:39:46  t+ 940.2min  3,579 mV   26%  on cell   (pin 1,209 mV, vdd 3,306 mV)
  01:40:49  t+ 941.2min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,306 mV)
  01:41:51  t+ 942.2min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,302 mV)
  01:42:52  t+ 943.3min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,308 mV)
  01:43:56  t+ 944.3min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,311 mV)
  01:44:58  t+ 945.3min  3,600 mV   28%  on cell   (pin 1,216 mV, vdd 3,304 mV)
  01:45:59  t+ 946.4min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,300 mV)
  01:47:03  t+ 947.4min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,307 mV)
  01:48:06  t+ 948.5min  3,618 mV   30%  on cell   (pin 1,222 mV, vdd 3,304 mV)
  01:49:07  t+ 949.5min  3,555 mV   23%  on cell   (pin 1,201 mV, vdd 3,307 mV)
  01:50:09  t+ 950.5min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,304 mV)
  01:51:12  t+ 951.6min  3,606 mV   29%  on cell   (pin 1,218 mV, vdd 3,307 mV)
  01:52:14  t+ 952.6min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,311 mV)
  01:53:17  t+ 953.7min  3,549 mV   23%  on cell   (pin 1,199 mV, vdd 3,318 mV)
  01:54:20  t+ 954.7min  3,591 mV   27%  on cell   (pin 1,213 mV, vdd 3,307 mV)
  01:55:21  t+ 955.7min  3,576 mV   26%  on cell   (pin 1,208 mV, vdd 3,302 mV)
  01:56:23  t+ 956.8min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,308 mV)
  01:57:25  t+ 957.8min  3,615 mV   30%  on cell   (pin 1,221 mV, vdd 3,302 mV)
  01:58:26  t+ 958.8min  3,573 mV   25%  on cell   (pin 1,207 mV, vdd 3,305 mV)
  01:59:28  t+ 959.9min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,302 mV)
  02:00:31  t+ 960.9min  3,585 mV   27%  on cell   (pin 1,211 mV, vdd 3,304 mV)
  02:01:35  t+ 962.0min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,318 mV)
  02:02:37  t+ 963.0min  3,597 mV   28%  on cell   (pin 1,215 mV, vdd 3,303 mV)
  02:03:38  t+ 964.0min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,300 mV)
  02:04:40  t+ 965.1min  3,612 mV   30%  on cell   (pin 1,220 mV, vdd 3,300 mV)
  02:05:44  t+ 966.1min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,311 mV)
  02:06:45  t+ 967.1min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,309 mV)
  02:07:47  t+ 968.2min  3,588 mV   27%  on cell   (pin 1,212 mV, vdd 3,300 mV)
  02:08:53  t+ 969.3min  3,582 mV   26%  on cell   (pin 1,210 mV, vdd 3,302 mV)
  02:09:55  t+ 970.3min  3,609 mV   29%  on cell   (pin 1,219 mV, vdd 3,298 mV)
  02:10:57  t+ 971.3min  3,564 mV   24%  on cell   (pin 1,204 mV, vdd 3,302 mV)
